%39 1 2
1-2:1 Which_of_the_following_Gods_is_also_known_as_"Gauri_Nandan"? Agni Ganesha Indra Hanuman B MY
1-2:2 In_the_game_of_Ludo,_the_discs_or_tokens_are_of_how_many_colours? Three Two One Four D SPO
1-2:3 Which_of_the_following_sports_requires_you_to_shout_out_a_word_loudly_during_play? Chess Ludo Playing_cards Kho-Kho D SPO
1-2:4 Which_team_has_won_the_most_Champions_League_trophies_in_football? Real_Madrid_CF FC_Barcelona AC_Milan FC_Bayern_Munchen A SPO
1-2:5 If_Jwala_Gutta_and_Ashwini_Ponappa_compete,_in_which_sport_are_they_participating? Tennis Badminton Squash Table_Tennis B SPO
1-2:6 Which_battle_in_1757_marked_the_beginning_of_British_occupation_in_India? Buxar Cuddalore Plassey Assaye C HIS
1-2:7 Which_of_these_stages_is_one_of_the_four_stages_of_human_life_in_ancient_Indian_tradition? Dronacharya Vasudevacharya Kripacharya Bramhacharya D MY
1-2:8 In_the_film_2_states,_a_Punjabi_boy_falls_in_love_with_a_____girl? Bengali Marathi Tamil Malayali C ENT
1-2:9 Which_of_the_following_spices_is_the_smallest_in_size? Jeera Saunf Ajwain Methi_seeds C MISC
1-2:10 What_is_the_minimum_number_of_coins_of_current_denomination_that_will_add_up_to_make_8_Indian_rupees? Two Three Four Five B MISC
1-2:11 Which_of_these_sports_has_22_players_playing_on_the_field_at_the_same_time? Cricket Hockey Rugby Badminton B SPO
1-2:12 Which_of_these_countries_is_larger_than_India_in_territorial_space? Australia Argentina Kazakhstan Iran A GEO
1-2:13 In_a_2014_film,_Vidya_Balan’s_character_Bilkis_Ahmed_is_also_known_by_what_other_name? Babli_Badmash Bobby_Jasoos Bebo_Badmash Baby_Doll B ENT
1-2:14 Which_of_these_is_a_popular_crisp_snack_prepared_with_besan_and_spices? Junagadhi_Khandvi Kalkattia_Sondesh Bikaneri_Bhujia Veg_Kolhapuri C MISC
1-2:15 About_whom_did_the_poet_write,”_Lakshmi_thi_yaa_Durga_thi_woh_swayam_veerta_ki_avatar,_dekh_marathe_pulkit_hote_uski_talwaaroke_ke_waar?” Rani_Duragavati Jhansi_ki_Rani Rani_Ahilayabai_Holkar Rani_Padmavati B LIT
1-2:16 Who_was_the_first_deaf-blind_person_to_receive_a_bachelor_of_arts_degree? Alice_Betteridge Helen_Keller Laura_Bridgman Sanzan_Tani B GK
1-2:17 Which_of_these_is_measured_with_the_help_of_a_glucometer? Heartbeat Blood_Pressure Blood_Sugar Vision C SCI
1-2:18 With_which_of_these_states_does_Telengana_not_share_its_border? Madhya_Pradesh Karnataka Chattisgarh Maharashtra A GEO
1-2:19 Who_holds_the_record_for_scoring_the_fastest_half_century_in_IPL? Corey_Anderson Yusuf_Pathan Robin_Uthappa Glen_Maxwell B SPO
1-2:20 Banganapalli_and_Kesar_are_varieties_of_which_of_these_fruits? Apple Pear Guava Mango D MISC
1-2:21 Who_is_the_subject_of_Sanjaya_Baru’s_book,_The_Accidental_Prime_Minister? H_D_Deve_Gowda Inder_Kumar_Gujral Manmohan_Singh Rajiv_Gandhi C POL
1-2:22 For_what_offence_was_footballer_Luis_Suarez_banned_for_9_international_matches_in_2014? Head_Butting Biting Failing_the_dope_test Slapping_the_referee b SPO
1-2:23 Which_of_these_is_not_a_port_city_on_the_Arabian_sea? Mangalore Panaji Visakhapatnam Mumbai C GEO
1-2:24 Which_of_these_is_an_essential_component_of_most_acids? Nitrogen Hydrogen Oxygen Helium B SCI
1-2:25 Which_toxic_gas_was_first_to_be_used_in_chemical_warfare_in_World_War_1? Hydrogen_Sulphide Carbon_Monoxide Nitrogen_Dioxide Chlorine D HIS
1-2:26 The_world’s_largest_island_Greenland_is_an_autonomous_region_within_the_kingdom_of_which_country? England Denmark Belgium Netherlands B GEO
1-2:27 In_which_of_these_games_does_a_player_have_to_target_animated_pigs? Temple_Run Candy_Crush_Saga Angry_Birds Super_Mario_bros C MISC
1-2:28 Which_of_these_can_be_bought_in_sarafa_bazaar? Pair_of_bullocks Gold_Coins Jersey_cow Mugha_silk B MISC
1-2:29 In_mythology,_who_among_these_gets_their_name_by_virtue_of_being_the_daughter_of_mountains? Parvati Sita Aditi Draupadi A MY
1-2:30 Which_of_these_places_got_its_name_from_a_local_word_for_mangrove_trees? Madhubani Vrindaban Sundarbans Missouri A GEO
1-2:31 Mughal_emperor_Babur_was_a_descendant_of_which_ruler_from_his_mother’s_side? Timur Muhammad_Ghori Muhammad_of_Ghazni Genghis_Khan D HIS
1-2:32 Three_of_the_sons_of_which_Pandava_are_Shutakriti,_Iravan_and_Bhabruvahana? Arjuna Sahadeva Yudhistira Nakul A MY
1-2:33 Angami,aro,_kuki,_kanyak_are_the_principle_languages_of_which_state? Mizoram Meghalaya Andhra_Pradesh Nagaland D GEO
1-2:34 Which_of_these_does_a_pacemaker_regulate_in_the_human_body? Vision Hearing_Power Body_Temperature Heartbeat D SCI
1-2:35 In_the_film_"Mr._India",_which_colour_can_he_be_seen_through? Green Red Yellow Blue B ENT
1-2:36 Which_leader_gave_the_landmark_speech_‘Tryst_with_Destiny’_towards_midnight_on_14_Aug_1947? Mahatma_Gandhi Lord_Mountbatten Dr_Rajendra_Prasad Jawaharlal_Nehru D HIS
1-2:37 Which_part_of_a_human_eye_is_removed_during_a_cataract_operation_? Iris Lens Pupil Cornea B SCI
1-2:38 In_the_Ramayana,_what_form_did_Ravan_take_in_Panchavati_to_lure_sita_? Yaksha Golden_Deer Hunter Sanyasi D MY
1-2:39 Name_the_actor_who_has_established_the_Charitable_Trust_named_“Being_Human”_? Aamir_Khan Shah_Rukh_Khan Salman_Khan Saif_Ali_Khan C MISC
%78 3 5
3-5:1 Who_wrote_the_introduction_to_the_English_transalation_of_Rabindranath_Tagore's_"Gitanjali"? PB_Shelley TS_Elliot WB_Yeats Alfred_Tennyson C LIT
3-5:2 Which_is_the_first_team_after_Manchester_United_to_win_the_English_Premier_League? Blackburn_Rovers Chelsea Arsenal Aston_Villa A SPO
3-5:3 Who_was_the_last_player_to_win_the_"Ballon_d'or"_before_the_Ronaldo-Messi_era_started? Fernando_Torres Ronaldinho Zinedine_Zidane Ricardo_Kaka D SPO
3-5:4 Which_is_the_only_team_to_have_reached_the_FIFA_World_Cup_final_more_than_once_but_has_not_won_it? England Netherlands Paraguay Belgium B SPO
3-5:5 Who_scored_the_goal_which_was_later_awarded_as_the_"Goal_of_the_Century"_by_FIFA? Pele Maradona George_Best Alan_Shearer B SPO
3-5:6 During_which_of_these_legendary_events_did_Lord_Vishnu_take_the_form_of_Kurma? Hiranyakashipu_Sanhar Kaliya_Naag_Mardan Samudra_Manthan Kurukshetra_Yudh C MY
3-5:7 Which_of_the_following_battles_didn't_involve_the_Mughal_Army? Battle_of_Buxar Battle_of_Haldighati Second_battle_of_Panipat Third_battle_of_Panipat D HIS
3-5:8 Which_of_the_following_gases_is_named_for_its_colour? Helium Methane Oxygen Chlorine D SCI
3-5:9 Which_dance_form_is_believed_to_have_been_inspired_from_Gotipua_Nritya? Manipuri Kuchipudi Odissi Kathakali C GK
3-5:10 Before_2014,when_was_the_last_time_in_India_that_a_single_party_majority_was_formed_at_the_centre? 1991 1990 1984 1999 C POL
3-5:11 Which_of_these_is_not_a_Dravidian_language? Tamil Karnataka Malyalam Assamese D GK
3-5:12 Which_Parliamentarian_is_the_author_of_1001_animal_quiz,_Fish_Quiz,_Bird_quiz_and_Insect_Quiz? Harshimrat_Kaur_Badal Maneka_Gandhi Najma_Heptulla Supriya_Sule B POL
3-5:13 In_2014,on_which_ground_did_India_win_a_test_match_after_28_years? The_oval MCG Lord’s Bristol C SPO
3-5:14 Which_of_these_animals_is_the_largest_member_of_the_dog_family? Jackal Hyena Wolf Fox C GK
3-5:15 The_potato_is_believed_to_be_originated_in_which_of_these_places? South_America Asia Europe Africa A GEO
3-5:16 First_team_to_succesfully_defend_the_FIFA_World_Cup? Brazil Italy France Uruguay D SPO
3-5:17 Which_of_these_players_won_his_first_Grand_Slam_tournament_in_2014? Stanislas_Wawrinka David_Ferrer Juan_Martin_Del_Potro Tomas_Berdych A SPO
3-5:18 Which_of_these_MPs_became_the_first_BJP_leader_to_present_the_rail_budget_in_the_Parliament? Sadanand_Gowda Ram_Naik Yaswant_Sinha Jaswant_Singh A POL
3-5:19 Which_of_these_events_or_terrsetial_bodies_normally_cannot_be_seen_more_than_twice_in_one's_lifetime? Meteor_Shower Waxing_moon Haley's_Comet Sighting_of_Ursa_Major C SCI
3-5:20 So_far,_which_of_these_states_or_union_territories_has_been_ruled_by_least_number_of_chief_ministers? Chattisgarh Uttarakhand Jharkhand Puduchery A POL
3-5:21 Pullipuram_fort,_considered_to_be_one_of_the_oldest_surviving_European_monuments_in_India,_built_by_which_colonial_power? Dutch French Portuguese British C HIS
3-5:22 According_to_the_2011_census_which_of_these_states_enjoys_a_literacy_rate_of_over_90%? Punjab Mizoram Tripura Gujarat B GK
3-5:23 Which_demon_is_shown_alongside_goddess_Durga_in_puja_pandals_during_the_traditional_Durga_Puja_celebrations? Bakasura Vanasura Bhasmasura Mahisashura D MY
3-5:24 The_first_bullet_train_proposed_in_2014-15_railway_budget,_will_connect_which_two_cities? Delhi-Agra Bengaluru-Chennai Mumbai_-Ahmedabad Mumbai-Pune C POL
3-5:25 Which_of_these_fabrics_is_named_after_a_city_in_Iraq? Mohair Tussar Muslin Angora C GEO
3-5:26 Which_of_these_snake_names_is_derived_from_a_Portuguese_word_meaning_snake_with_a_hood? Python Russell’s_Viper Krait Cobra D GK
3-5:27 The_Gaza_Strip_is_boredred_by_which_two_countries? Israel_and_Egypt Israel_and_Jordan Israel_and_Syria Israel_and_Saudi_Arabia A GEO
3-5:28 In_the_production_of_mulberry_silk_the_leaves_of_which_tree_is_the_staple_diet_of_the_silkworms? Shahtut Babool Kadamb Eucalyptus A MISC
3-5:29 According_to_Devi_Bhagwat,_which_of_these_apsaras_emerged_from_the_thigh_of_the_hermit_Narayana? Menaka Urvashi Rambha Tilottama B MY
3-5:30 What_is_the_famous_chickankari_in_Lucknow_a_type_of? Chicken_Kebab Calligraphy Embroidery Bamboo_Chick_Blinds C GK
3-5:31 Who_is_the_youngest_minister_appointed_to_Narendra_Modi’s_cabinet_in_May_2014? Shaina_NC Nirmala_Sitharaman Uma_Bharti Smriti_Irani D POL
3-5:32 Which_product_name_did_the_Company_Research_in_motion_rename_itself_in_2013? Bose Burberry Budweiser Blackberry D MISC
3-5:33 Which_of_these_is_a_swimming_event_for_the_Olympic_games? Single_Sculls_Men 10m_Platform_Men 10km_Marathon_Men Omnium_Women C SPO
3-5:34 Which_of_these_words_mean_student_or_disciple_in_Arabic? Mureed Marhaba Murshid Martaba A MISC
3-5:35 In_which_of_these_states_would_you_find_the_towns_Badaun_and_Bahraich? Odissa Uttar_Pradesh Andhra_Pradesh Chattisgarh B GEO
3-5:36 Which_party_contested_the_most_number_of_seats_in_the_2014_elections? Congress_party BSP BJP Aam_Admi_Party B POL
3-5:37 On_an_average_which_is_the_largest_tree_borne_fruit_in_the_world? Coconut Jackfruit Pumpkin Papaya B GK
3-5:38 Which_of_these_countries_has_been_ruled_by_the_Wangchucks_since_1907? Bhutan Thailand Cambodia Bhunei A POL
3-5:39 In_the_title_of_a_story_by_Munshi_Premchand_who_was_called_Parmeshwar? Pita Panch Pati Pahelwan B LIT
3-5:40 Which_cattle_medicine_has_been_found_responsible_for_the_decline_in_the_vulture_population? Quinolone Penicillin Diclofenac Paracetamol C SCI
3-5:41 Which_of_these_plants_does_not_prepare_its_food_through_photosynthesis? Cactus Money_Plant Cotton_Plant Mushroom D SCI
3-5:42 Which_of_these_international_level_sportswomen_can_be_termed_a_‘dhanurdhar’? Krishna_Poonia Anjali_Bhagwat Deepika_Kumari Jwala_Gutta C SPO
3-5:43 Ram_Charan_Teja,_who_made_his_Hindi_film_debut_with_‘Zanjeer’,_is_the_son_of_which_actor? Chiranjeevi Mammootty Arvind_Swamy Nagarjuna A ENT
3-5:44 Presidency_University,_Kolkata,_introduced_a_new_course_in_2014_on_which_of_these_subjects? IPL 3_Idiots_(the_film) Corruption Love D MISC
3-5:45 Who_gave_the_title_‘Flying_Sikh’_to_the_great_athlete_Milkha_Singh? Abdul_Hafeez_Kardar Gen_Ayub_Khan Major_Dhyan_Chand Jawaharlal_Nehru B SPO
3-5:46 Poplin,_Rubiya_and_flannel_are_types_of_what? Leather Plastic Fabrics Rubber D SCI
3-5:47 Which_of_these_writers_is_better_known_as_‘Shivani’_in_the_literary_world? Krishna_Sobti Mannu_Bhandari Ira_Pande Gaura_Pant D LIT
3-5:48 On_the_bank_of_which_of_these_rivers_is_a_Union_Territory_located? Sutlej Yamuna Shipra Ganga B GEO
3-5:49 Which_of_these_body_parts_is_capable_of_regenerating_itself_to_a_significant_extent,_even_after_donating_a_part_of_it? Kidney Liver Heart Lung B SCI
3-5:50 Who_is_the_first_Indian_cricketer_to_score_3_triple_centuries_in_first_class_cricket? Virat_Kohli VVS_Laxman Ravindra_Jadeja Virendar_Sehwag C SPO
3-5:51 Which_company_started_Project_Loon_to_give_balloon_powered_Internet_access_to_the_world? Microsoft Google Intel Apple B GK
3-5:52 Which_of_these_is_a_species_of_panda_found_in_India? Blue Brown Red Black C SCI
3-5:53 Who_is_the_only_Chief_Justice_of_India_to_have_served_as_acting_President_of_India? Dr._Fakhruddin_Ali_Ahmed Mohammed_Hidayatullah Mirza_Hameedullah_Beg Dr_Zakir_Hussain B POL
3-5:54 Jakhrana,_Barbadi,_Osmanabadi,_Jamunapari_are_different_species_of_which_animal? Horse Donkey Goat Camel C GK
3-5:55 Which_of_these_cricketers_did_Dennis_Lille_reject_in_1987_at_the_MRF_Pace_Foundation_training_camp_for_fast_bowlers? Sachin_Tendulkar Javagal_Srinath Navjot_Singh_Sidhu Ajit_Agarkar A SPO
3-5:56 In_hindu_mythology,_which_of_these_is_a_mother-son_pair? Holika-Prahalad Shakuntala-Bharata Savitri-Satyavan Kunti-Pandu B MY
3-5:57 For_his_contribution_in_which_field_of_economics_was_Amartya_Sen_Awarded_the_Nobel_Prize? Macroeconomics_analysis Welfare_economics Monetary_and_Fiscal_policy Economic_growth B SCI
3-5:58 Who_became_the_first_woman_president_of_the_United_Nations_General_Assembly_in_1953? Lakshmi_Segal Gayatri_Devi Sarojini_Naidu Vijaya_Lakshmi_Pandit D POL
3-5:59 Ganges_and_Indus_are_species_of_which_of_these_living_beings? Frog Crocodile Tortoise River_Dolphin D GK
3-5:60 In_which_city_was_Mahatma_Gandhi_on_the_day_India_became_independent? Calcutta New_Delhi Noakhali Amritsar A HIS
